title,author,binding,list_price,price,stock,isbn,publisher,publication_date,size,categories,url
"DARK WHISPER (CARPATHIAN, BK. 36)","Feehan, Christine",Pocket Books,$9.99 ,$2.50 ,138,9.78059E+12,Berkley Publishing Group,9/26/23,"6.69"" l x 4.04"" w x 1.56""","['Fiction', 'Romance', 'Fiction', 'Contemporary', 'Fiction', 'Fantasy']",https://www.bookdepot.com/Store/Details/9780593439180B/dark-whisper-carpathian-bk-36
THE DARKEST HOUR (A KGI NOVEL),"Banks, Maya",Pocket Books,$8.99 ,$1.12 ,69,9.78043E+12,Berkley Publishing Group,9/7/10,"6.58"" l x 4.10"" w x 0.95""","['Fiction', 'Romance', 'Fiction', 'Suspense']",https://www.bookdepot.com/Store/Details/9780425227947B/the-darkest-hour-a-kgi-novel
THE DATING PLAYBOOK,"Rochon, Farrah",Paperback,$15.99 ,$2.75 ,68,9.78154E+12,Forever,8/17/21,"7.95"" l x 5.22"" w x 1.13""","['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781538716670B/the-dating-playbook
"A DAUGHTER'S COURAGE (BRIDES OF LAURENT, BK. 3)","Beller, Misty M.",Paperback,$16.99 ,$2.87 ,8,9.78076E+12,Bethany House,11/1/22,"8.47"" l x 5.58"" w x 1.00""","['Fiction', 'Romance', 'Fiction', 'Historical', 'Fiction', 'Religious']",https://www.bookdepot.com/Store/Details/9780764238062B/a-daughters-courage-brides-of-laurent-bk-3
DAYS OF GOLD (EDILEAN SERIES),"Deveraux, Jude",Paperback,$9.99 ,$1.12 ,65,9.78198E+12,Pocket Books,7/26/22,"6.93"" l x 4.70"" w x 1.27""","['Fiction', 'Historical', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781982199937B/days-of-gold-edilean-series
"DAZZLING: BOOKSHOTS FLAMES (THE DIAMOND TRILOGY, BK. 1)","Hayley, Elizabeth",Compact Disc,$10.00 ,$1.75 ,1,9.78148E+12,Hachette Audio,11/1/16,"5.75"" l x 5.17"" w x 0.77""","['Fiction', 'Romance', 'Fiction', 'Thrillers']",https://www.bookdepot.com/Store/Details/9781478967712B/dazzling-bookshots-flames-the-diamond-trilogy
"DEADLY OBSESSION (STEELE OPS, BK. 1)","Hunt, April",Pocket Books,$7.99 ,$2.00 ,345,9.78154E+12,Forever,4/30/19,"6.58"" l x 4.16"" w x 1.26""","['Fiction', 'Romance', 'Fiction', 'Action & Adventure', 'Fiction', ""Women's Fiction""]",https://www.bookdepot.com/Store/Details/9781538763339B/deadly-obsession-steele-ops-bk-1
"THE DEADLY SHALLOWS (COASTAL GUARDIANS, BK. 3)","Pettrey, Dani",Paperback,$15.99 ,$2.75 ,9,9.78076E+12,Bethany House,7/5/22,"8.50"" l x 5.56"" w x 1.12""","['Fiction', 'Suspense', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780764230868B/the-deadly-shallows-coastal-guardians-bk-3
DEALBREAKERS,"Forsythe, Lauren",Paperback,$18.00 ,$3.00 ,18,9.78059E+12,G. P. Putnam's Sons,8/1/23,"7.83"" l x 5.24"" w x 0.81""","['Fiction', 'Romance', 'Fiction', 'Contemporary', 'Fiction', 'Humorous']",https://www.bookdepot.com/Store/Details/9780593422533B/dealbreakers
"DEAR GEORGE, DEAR MARY","Calvi, Mary",Paperback,$24.00 ,$2.00 ,54,9.78125E+12,St. Martin's Press,1/1/19,"9.00"" l x 6.01"" w x 0.88""","['Fiction', 'Historical', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781250289865B/dear-george-dear-mary
DEAR SANTA,"Macomber, Debbie",Pocket Books,$8.99 ,$1.75 ,93,9.78198E+12,Ballantine Books,9/27/22,"6.88"" l x 4.15"" w x 0.81""","['Fiction', 'Romance', 'Fiction', 'Holidays']",https://www.bookdepot.com/Store/Details/9781984818836B/dear-santa
DEAR SANTA (LARGE PRINT),"Macomber, Debbie",Paperback,$23.00 ,$4.00 ,29,9.78059E+12,Random House,11/16/21,"7.21"" l x 5.02"" w x 0.97""","['Fiction', 'Romance', 'Fiction', 'Holidays']",https://www.bookdepot.com/Store/Details/9780593505021B/dear-santa-large-print
"DEATH AT THE CRYSTAL PALACE (A BELOW STAIRS MYSTERY, BK. 5)","Ashley, Jennifer",Paperback,$17.00 ,$1.50 ,32,9.78059E+12,Berkley Publishing Group,7/6/21,"7.91"" l x 5.18"" w x 1.07""","['Fiction', 'Mystery & Detective', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780593099391B/death-at-the-crystal-palace-a-below-stairs-my
A DECEMBER TO REMEMBER,"Bayliss, Jenny",Paperback,$18.00 ,$3.00 ,988,9.78059E+12,G. P. Putnam's Sons,9/26/23,"7.97"" l x 5.19"" w x 1.03""","['Fiction', 'Romance', 'Fiction', 'Holidays']",https://www.bookdepot.com/Store/Details/9780593422243B/a-december-to-remember
DECEPTION,"Montgomery, Selena",Paperback,$15.99 ,$1.38 ,7,9.78006E+12,Avon Books,1/1/21,"7.99"" l x 5.24"" w x 1.45""","['Fiction', 'Romance', 'Fiction', 'Suspense', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780063144583B/deception
"DEEP DIVIDE (SECRETS OF THE CANYON, BK. 1)","Woodhouse, Kimberley",Paperback,$15.99 ,$2.75 ,1,9.78076E+12,Bethany House,10/5/21,"8.53"" l x 5.62"" w x 0.96""","['Fiction', 'Romance', 'Fiction', 'Historical', 'Fiction', 'Religious']",https://www.bookdepot.com/Store/Details/9780764238000B/deep-divide-secrets-of-the-canyon-bk-1
"DEEP RIVER PROMISE (ALASKA HOMECOMING, BK. 2)","Ashenden, Jackie",Pocket Books,$8.99 ,$2.25 ,102,9.78173E+12,Sourcebooks,3/30/21,"6.89"" l x 4.73"" w x 0.85""","['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781728216898B/deep-river-promise-alaska-homecoming-bk-2
"DEEP TIDE (THE TEXAS MURDER FILES, BK. 4)","Griffin, Laura",Pocket Books,$8.99 ,$2.00 ,45,9.78059E+12,Berkley Publishing Group,4/25/23,"6.75"" l x 4.17"" w x 1.10""","['Fiction', 'Suspense', 'Fiction', 'Mystery & Detective', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780593546710B/deep-tide-the-texas-murder-files-bk-4
"DELAYED JUSTICE (HIDDEN JUSTICE, BK. 3)","Putman, Cara",Paperback,$15.99 ,$2.50 ,35,9.78079E+12,Thomas Nelson,9/18/18,"8.36"" l x 5.38"" w x 0.96""","['Fiction', 'Mystery & Detective', 'Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780785217916B/delayed-justice-hidden-justice-bk-3
"DESPERATELY SEEKING A DUCHESS (ALL THE DUKE'S SINS, BK. 2)","Caldwell, Christi",Pocket Books,$8.99 ,$1.50 ,36,9.78059E+12,Berkley Publishing Group,5/24/22,"6.73"" l x 4.12"" w x 1.00""","['Fiction', 'Historical', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780593334935B/desperately-seeking-a-duchess-all-the-dukes-s
DESTINATION WEDDING,"Basu, Diksha",Paperback,$17.00 ,$2.25 ,29,9.78053E+12,Ballantine Books,5/25/21,"8.05"" l x 5.26"" w x 0.79""","['Fiction', 'Romance', 'Fiction', 'Family Life', 'Fiction', ""Women's Fiction""]",https://www.bookdepot.com/Store/Details/9780525577133B/destination-wedding
DESTINED FOR YOU (LADIES OF THE LAKE),"Peterson, Tracie",Paperback,$15.99 ,$2.75 ,12,9.78076E+12,Bethany House,3/2/21,"8.45"" l x 5.50"" w x 0.98""","['Fiction', 'Historical', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780764232343B/destined-for-you-ladies-of-the-lake
"THE DEVIL IN HER BED (DEVIL YOU KNOW, BK. 3)","Byrne, Kerrigan",Pocket Books,$7.99 ,$1.00 ,10,9.78125E+12,St. Martin's Press,3/9/21,"6.68"" l x 4.09"" w x 1.01""","['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9781250318886B/the-devil-in-her-bed-devil-you-know-bk-3
"DEVOURING DARKNESS (HEIRS OF CHICAGOLAND, BK. 4)","Neill, Chloe",Paperback,$17.00 ,$2.25 ,70,9.78059E+12,Berkley Publishing Group,9/20/22,"7.89"" l x 5.27"" w x 1.05""","['Fiction', 'Fantasy', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780593102640B/devouring-darkness-heirs-of-chicagoland-bk-4
"THE DIAMOND AND THE DUKE (ALL THE DUKE'S SINS, BK. 3)","Caldwell, Christi",Pocket Books,$9.99 ,$2.50 ,41,9.78059E+12,Berkley Publishing Group,2/20/24,"6.77"" l x 4.14"" w x 0.86""","['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780593334959B/the-diamond-and-the-duke-all-the-dukes-sins-b
THE DISAPPEARANCE OF ASTRID BRICARD,"Lester, Natasha",Hardcover,$30.00 ,$4.00 ,1000+,9.78154E+12,Forever,1/30/24,"9.31"" l x 6.28"" w x 1.53""","['Fiction', 'Historical', 'Fiction', 'Romance', 'Fiction', ""Women's Fiction""]",https://www.bookdepot.com/Store/Details/9781538706954B/the-disappearance-of-astrid-bricard
THE DISAPPEARED,"Echlin, Kim",Paperback,$17.10 ,$2.75 ,1,9.78014E+12,Penguin Books,1/1/09,"8.26"" l x 5.20"" w x 0.71""","['Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780143170457B/the-disappeared
A DISTANT SHORE,"Kingsbury, Karen",Hardcover,$26.99 ,$3.50 ,107,9.78198E+12,Atria Books,4/27/21,"8.73"" l x 5.83"" w x 1.29""","['Fiction', 'Romance', 'Fiction', 'Religious']",https://www.bookdepot.com/Store/Details/9781982104351B/a-distant-shore
THE DO-OVER,"Turner, Bethany",Paperback,$16.99 ,$3.00 ,76,9.78079E+12,Thomas Nelson,3/15/22,"8.38"" l x 5.48"" w x 0.92""","['Fiction', 'Romance', 'Fiction', 'Religious']",https://www.bookdepot.com/Store/Details/9780785244974B/the-do-over
DOG FRIENDLY,"Schade, Victoria",Paperback,$16.00 ,$1.50 ,406,9.78059E+12,Berkley Publishing Group,6/28/22,"7.97"" l x 5.31"" w x 1.13""","['Fiction', 'Animals', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780593437391B/dog-friendly
DON'T KNOW TOUGH,"Cranor, Eli",Hardcover,$24.95 ,$3.25 ,8,9.78164E+12,Soho,3/22/22,"8.19"" l x 5.35"" w x 1.12""","['Fiction', 'Mystery & Detective', 'Fiction', 'Romance', 'Fiction', 'Sports']",https://www.bookdepot.com/Store/Details/9781641293457B/dont-know-tough
"DON'T LET GO (A HOPE NOVEL, BK. 6)","Burton, Jaci",Pocket Books,$8.99 ,$1.37 ,10,9.78052E+12,Jove,7/26/16,"6.78"" l x 4.19"" w x 0.93""","['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780515155655B/dont-let-go-a-hope-novel-bk-6
"A DOUBLE DOSE OF LOVE (AN AMISH MAIL-ORDER BRIDE, BK. 1)","Fuller, Kathleen",Paperback,$9.99 ,$1.75 ,10,9.78084E+12,Zondervan,2/28/23,"6.98"" l x 4.76"" w x 0.87""","['Fiction', 'Religious', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780840716071B/a-double-dose-of-love-an-amish-mail-order-bri
"DRAGON SOUL (HAVEMERCY, BK. 3)","Jones, Jaida",Pocket Books,$7.99 ,$2.00 ,1,9.78055E+12,Ballantine Books,1/1/11,"7.00"" l x 4.50"" w x 1.50""","['Fiction', 'Fantasy', 'Fiction', 'Action & Adventure', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780553593044B/dragon-soul-havemercy-bk-3
DREAM ON,"Hockman, Angie",Paperback,$16.99 ,$3.00 ,1000+,9.78198E+12,Gallery Books,7/5/22,"8.14"" l x 5.32"" w x 1.07""","['Fiction', 'Romance', 'Fiction', 'Humorous', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781982177577B/dream-on
"DREAMING OF A HEART LAKE CHRISTMAS (HEART LAKE, BK. 1)","Robinson, Sarah",Pocket Books,$8.99 ,$2.25 ,271,9.78154E+12,Forever,9/27/22,"6.73"" l x 4.15"" w x 1.12""","['Fiction', 'Holidays', 'Fiction', 'Romance', 'Fiction', ""Women's Fiction""]",https://www.bookdepot.com/Store/Details/9781538755082B/dreaming-of-a-heart-lake-christmas-heart-lake
DREAMLAND,"Sparks, Nicholas",Hardcover,$28.99 ,$3.75 ,1000+,9.78059E+12,Random House,9/20/22,"8.51"" l x 5.77"" w x 1.37""","['Fiction', 'Romance', 'Fiction', 'Contemporary', 'Fiction', 'Family Life']",https://www.bookdepot.com/Store/Details/9780593449554B/dreamland
DRIFTWOOD BAY (HOPE HARBOR),"Hannon, Irene",Paperback,$15.99 ,$2.50 ,20,9.7808E+12,Revell,4/2/19,"8.50"" l x 5.50"" w x 1.00""","['Fiction', 'Contemporary', 'Fiction', 'Romance', 'Fiction', 'Religious']",https://www.bookdepot.com/Store/Details/9780800728816B/driftwood-bay-hope-harbor
"DRIFTWOOD POINT (THE CHESAPEAKE DIARIES, BK. 10)","Stewart, Mariah",Pocket Books,$9.99 ,$2.50 ,6,9.78148E+12,Pocket Books,6/21/16,"6.63"" l x 3.89"" w x 1.06""","['Fiction', 'Contemporary', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781476792590B/driftwood-point-the-chesapeake-diaries-bk-10
DROP DEAD GORGEOUS,"Gibson, Rachel",Paperback,$17.99 ,$3.00 ,260,9.78198E+12,Gallery Books,4/19/22,"8.19"" l x 5.25"" w x 1.14""","['Fiction', 'Romance', 'Fiction', 'Humorous']",https://www.bookdepot.com/Store/Details/9781982118150B/drop-dead-gorgeous
DRUNK ON LOVE,"Guillory, Jasmine",Hardcover,$27.00 ,$3.50 ,186,9.78059E+12,Berkley Hardcover,9/20/22,"8.68"" l x 5.75"" w x 1.42""","['Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780593100875B/drunk-on-love
DRUNK ON LOVE,"Guillory, Jasmine",Paperback,$17.00 ,$2.25 ,1000+,9.78059E+12,Berkley Publishing Group,9/20/22,"8.25"" l x 5.45"" w x 1.29""","['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780593100882B/drunk-on-love
"THE DUCHESS TAKES A HUSBAND (THE GILDED AGE HEIRESSES, BK. 4)","St. George, Harper",Pocket Books,$8.99 ,$2.25 ,85,9.78059E+12,Berkley Publishing Group,5/23/23,"6.71"" l x 4.14"" w x 1.05""","['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780593440988B/the-duchess-takes-a-husband-the-gilded-age-he
"A DUCHESS A DAY (AWAKENED BY A KISS, BK. 1)","Michaels, Charis",Pocket Books,$8.99 ,$1.75 ,23,9.78006E+12,Avon Books,11/17/20,"6.63"" l x 4.08"" w x 1.12""","['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780062984951B/a-duchess-a-day-awakened-by-a-kiss-bk-1
"A DUCHESS BY MIDNIGHT (AWAKENED BY A KISS, BK. 3)","Michaels, Charis",Pocket Books,$8.99 ,$1.50 ,21,9.78006E+12,Avon Books,7/26/22,"6.57"" l x 4.09"" w x 1.18""","['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780062984999B/a-duchess-by-midnight-awakened-by-a-kiss-bk-3
THE DUKE EFFECT (ROGUE FILES),"Jordan, Sophie",Pocket Books,$7.99 ,$1.50 ,20,9.78006E+12,Avon Books,10/27/20,"6.43"" l x 4.17"" w x 1.04""","['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780062885456B/the-duke-effect-rogue-files
"THE DUKE GETS EVEN (FIFTH AVENUE REBELS, BK. 4)","Shupe, Joanna",Pocket Books,$9.99 ,$1.88 ,40,9.78006E+12,Avon Books,1/24/23,"6.62"" l x 4.13"" w x 1.06""","['Fiction', 'Historical', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780063045071B/the-duke-gets-even-fifth-avenue-rebels-bk-4
THE DUKE GOES DOWN (THE DUKE HUNT),"Jordan, Sophie",Pocket Books,$7.99 ,$1.00 ,5,9.78006E+12,Avon Books,7/27/21,"6.59"" l x 4.12"" w x 1.04""","['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780063035638B/the-duke-goes-down-the-duke-hunt
"DUKE GONE ROGUEL (LOVE ON HOLIDAY, BK. 1)","Carlyle, Christy",Paperback,$8.99 ,$1.13 ,25,9.78006E+12,Avon Books,10/26/21,"7.04"" l x 4.75"" w x 1.02""","['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780063054493B/duke-gone-roguel-love-on-holiday-bk-1
THE DUKE HEIST,"Ridley, Erica",Paperback,$8.99 ,$1.00 ,311,9.78154E+12,Forever,2/9/21,"6.99"" l x 4.86"" w x 0.86""","['Fiction', 'Romance', 'Fiction', 'Sagas']",https://www.bookdepot.com/Store/Details/9781538719527B/the-duke-heist
"THE DUKE IS BUT A DREAM (DEBUTANTE DIARIES, BK. 2)","Bennett, Anna",Pocket Books,$7.99 ,$1.25 ,50,9.78125E+12,St. Martin's Press,7/30/19,"6.68"" l x 4.17"" w x 0.90""","['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9781250199485B/the-duke-is-but-a-dream-debutante-diaries-bk
A DUKE LIKE NO OTHER,"Bowman, Valerie",Pocket Books,$7.99 ,$1.37 ,54,9.78125E+12,St. Martin's Publishing,1/1/18,"6.72"" l x 4.12"" w x 1.03""","['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9781250121738B/a-duke-like-no-other
"DUKE MOST WICKED (WALLFLOWERS VS. ROGUES, BK. 3)","Bell, Lenora",Paperback,$12.99 ,$1.13 ,87,9.78035E+12,Piatkus Books,9/27/22,"7.83"" l x 5.04"" w x 1.09""","['Fiction', 'Historical', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780349429069B/duke-most-wicked-wallflowers-vs-rogues-bk-3
"DUKE MOST WICKED (WALLFLOWERS VS. ROGUES, BK. 3)","Bell, Lenora",Pocket Books,$9.99 ,$2.50 ,45,9.78006E+12,Avon Books,9/27/22,"6.58"" l x 4.09"" w x 1.18""","['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780062993489B/duke-most-wicked-wallflowers-vs-rogues-bk-3
"DUKE SEEKS BRIDE (LOVE ON HOLIDAY, BK. 3)","Carlyle, Christy",Pocket Books,$9.99 ,$1.25 ,1000+,9.78006E+12,Avon Books,8/22/23,"6.55"" l x 4.12"" w x 1.12""","['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780063054516B/duke-seeks-bride-love-on-holiday-bk-3
"THE DUKE STARTS A SCANDAL (DUKE HUNT, BK. 4)","Jordan, Sophie",Pocket Books,$9.99 ,$2.50 ,91,9.78006E+12,Avon Books,10/24/23,"6.61"" l x 4.09"" w x 1.17""","['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780063035751B/the-duke-starts-a-scandal-duke-hunt-bk-4
"A DUKE WORTH FIGHTING FOR (ISLE OF SYNNE, BK. 3)","Britton, Christina",Paperback,$8.99 ,$1.00 ,642,9.78154E+12,Forever,8/10/21,"6.98"" l x 4.75"" w x 0.96""","['Fiction', 'Romance', 'Fiction', 'Sagas', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781538717554B/a-duke-worth-fighting-for-isle-of-synne-bk-3
"A DUKE BY ANY OTHER NAME (ROGUES TO RICHES, BK. 4)","Burrowes, Grace",Pocket Books,$7.99 ,$1.50 ,584,9.78154E+12,Forever,4/28/20,"6.73"" l x 4.16"" w x 1.12""","['Fiction', 'Romance', 'Fiction', 'Sagas', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9781538700327B/a-duke-by-any-other-name-rogues-to-riches-bk
"THE DUKE'S SECRET CINDERELLA (NEVER A WALLFLOWER, BK. 3)","Devon, Eva",Pocket Books,$8.99 ,$2.25 ,21,9.78165E+12,"Entangled Publishing, LLC",2/21/23,"6.75"" l x 4.16"" w x 1.07""","['Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781649372413B/the-dukes-secret-cinderella-never-a-wallflowe
"A DUKE, THE SPY, AN ARTIST, AND A LIE (ROGUES AND REMARKABLE WOMEN, BK. 3)","Riley, Vanessa",Paperback,$15.95 ,$2.75 ,34,9.78142E+12,Zebra Books,3/29/22,"8.21"" l x 5.53"" w x 1.11""","['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9781420152272B/a-duke-the-spy-an-artist-and-a-lie-rogues-and
"DUST TO DUST (SAM KOVAC AND NIKKI LISKA, BK. 2)","Hoag, Tami",Pocket Books,$9.99 ,$2.25 ,36,9.78035E+12,Bantam Books,5/28/13,"7.44"" l x 4.11"" w x 1.31""","['Fiction', 'Suspense', 'Fiction', 'Romance', 'Fiction', 'Thrillers']",https://www.bookdepot.com/Store/Details/9780345547385B/dust-to-dust-sam-kovac-and-nikki-liska-bk-2
"ECLIPSE THE MOON (STARLIGHT'S SHADOW, BK. 2)","Mihalik, Jessie",Paperback,$17.99 ,$1.50 ,159,9.78006E+12,HarperCollins Publisher,7/12/22,"7.93"" l x 5.17"" w x 1.24""","['Fiction', 'Science Fiction', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780063051065B/eclipse-the-moon-starlights-shadow-bk-2
"EDGE OF DUSK (ANNIE PEDERSON, BK. 1)","Coble, Colleen",Paperback,$18.99 ,$3.25 ,2,9.78079E+12,Thomas Nelson,7/12/22,"8.38"" l x 5.52"" w x 0.88""","['Fiction', 'Romance', 'Fiction', 'Mystery & Detective', 'Fiction', 'Religious']",https://www.bookdepot.com/Store/Details/9780785253709B/edge-of-dusk-annie-pederson-bk-1
EDGE OF HERE: STORIES FROM NEAR TO NOW,"Okafor, Kelechi",Hardcover,$24.99 ,$3.25 ,121,9.7814E+12,Trapeze,9/14/23,"9.48"" l x 6.29"" w x 1.08""","['Fiction', 'Short Stories', 'Fiction', 'Science Fiction', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781398712997B/edge-of-here-stories-from-near-to-now
"EDGE OF TRUTH (THE LEGIONNAIRES, BK. 2)","Kelly, Brynn",Hardcover,$22.99 ,$2.37 ,2,9.78037E+12,HQN Books,5/30/17,"9.53"" l x 6.35"" w x 1.48""","['Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780373799480B/edge-of-truth-the-legionnaires-bk-2
EIGHT PERFECT HOURS,"Louis, Lia",Paperback,$11.99 ,$2.00 ,1,9.7814E+12,Orion,1/1/21,"7.76"" l x 5.02"" w x 0.98""","['Fiction', 'Romance', 'Fiction', 'Contemporary', 'Fiction', 'Literary']",https://www.bookdepot.com/Store/Details/9781398703261B/eight-perfect-hours
"THE ELEMENT OF LOVE (THE LUMBER BARON'S DAUGHTERS, BK. 1)","Connealy, Mary",Paperback,$15.99 ,$2.75 ,4,9.78076E+12,Bethany House,3/1/22,"8.40"" l x 5.53"" w x 1.00""","['Fiction', 'Religious', 'Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780764239588B/the-element-of-love-the-lumber-barons-daughte
ELLIE IS COOL NOW,"Fulton, Victoria",Paperback,$15.99 ,$1.38 ,487,9.78154E+12,Forever,3/21/23,"8.03"" l x 5.25"" w x 0.99""","['Fiction', 'Romance', 'Fiction', 'Humorous']",https://www.bookdepot.com/Store/Details/9781538739235B/ellie-is-cool-now
"THE EMPTY BED (THE BURIAL SOCIETY SERIES, BK. 2)","Sadowsky, Nina",Hardcover,$27.00 ,$2.50 ,3,9.78053E+12,Ballantine Books,1/28/20,"9.51"" l x 6.39"" w x 1.19""","['Fiction', 'Romance', 'Fiction', 'Psychological']",https://www.bookdepot.com/Store/Details/9780525619871B/the-empty-bed-the-burial-society-series-bk-2
ENCHANTED HILL,"Murphy, Emily Bain",Paperback,$18.99 ,$3.25 ,286,9.78145E+12,Union Square & Co,11/7/23,"8.40"" l x 5.55"" w x 1.06""","['Fiction', 'Historical', 'Fiction', 'Mystery & Detective', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781454949817B/enchanted-hill
ENCHANTING THE HEIRESS (HEARTS ON THE HEATH),"Hunter, Kristi Ann",Paperback,$15.99 ,$2.75 ,19,9.78076E+12,Bethany House,3/1/22,"8.46"" l x 5.54"" w x 1.18""","['Fiction', 'Romance', 'Fiction', 'Historical', 'Fiction', 'Religious']",https://www.bookdepot.com/Store/Details/9780764235276B/enchanting-the-heiress-hearts-on-the-heath
"END GAME (CAPITAL INTRIGUE, BK. 1)","Dylan, Rachel",Paperback,$15.99 ,$2.75 ,2,9.78076E+12,Bethany House,1/7/20,"8.50"" l x 5.50"" w x 1.00""","['Fiction', 'Romance', 'Fiction', 'Suspense', 'Fiction', 'Religious']",https://www.bookdepot.com/Store/Details/9780764234309B/end-game-capital-intrigue-bk-1
ENDLESS SUMMER: STORIES FROM DAYS THAT LAST FOREVER (LARGE PRINT),"Hilderbrand, Elin",Hardcover,$31.00 ,$4.00 ,41,9.78032E+12,Little Brown and Company,10/4/22,"9.58"" l x 6.25"" w x 1.69""","['Fiction', 'Short Stories', 'Fiction', 'Romance', 'Fiction', 'Family Life']",https://www.bookdepot.com/Store/Details/9780316474528B/endless-summer-stories-from-days-that-last-fo
