title,author,binding,list_price,price,stock,isbn,publisher,publication_date,size,categories,url
"MARSHALING HER HEART (WYOMING SUNRISE, BK. 3)","Connealy, Mary",Paperback,$16.99 ,$3.00 ,27,9.78076E+12,Bethany House,10/17/23,"8.52"" l x 5.52"" w x 1.00""","['Fiction', 'Romance', 'Fiction', 'Historical', 'Fiction', 'Religious']",https://www.bookdepot.com/Store/Details/9780764241154B/marshaling-her-heart-wyoming-sunrise-bk-3
THE MARVELOUS MONROE GIRLS,"Jump, Shirley",Paperback,$15.99 ,$2.00 ,4,9.78154E+12,Forever,1/11/22,"7.93"" l x 5.20"" w x 1.03""","['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781538720288B/the-marvelous-monroe-girls
THE MASTER CRAFTSMAN,"Stuart, Kelli",Paperback,$17.99 ,$2.75 ,5,9.7808E+12,Revell,4/5/22,"8.45"" l x 5.50"" w x 1.29""","['Fiction', 'Religious', 'Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780800740429B/the-master-craftsman
"MASTER OF FURIES (THE FIREMANE SAGA, BK. 3)","Feist, Raymond E",Paperback,$19.99 ,$1.75 ,156,9.78006E+12,HarperCollins Publishers,5/30/23,"7.95"" l x 5.26"" w x 1.33""","['Fiction', 'Fantasy', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780063305403B/master-of-furies-the-firemane-saga-bk-3
"MATCHED AND MARRIED (AMISH MAIL-ORDER BRIDE, BK. 2)","Fuller, Kathleen",Paperback,$15.99 ,$2.75 ,225,9.78031E+12,Zondervan,9/7/21,"8.36"" l x 5.54"" w x 1.05""","['Fiction', 'Religious', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780310358961B/matched-and-married-amish-mail-order-bride-bk
"MATCHED AND MARRIED (AN AMISH MAIL-ORDER BRIDE NOVEL, BK. 2)","Fuller, Kathleen",Paperback,$9.99 ,$1.75 ,327,9.78084E+12,Zondervan,1/1/21,"6.77"" l x 4.48"" w x 0.90""","['Fiction', 'Religious', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780840706935B/matched-and-married-an-amish-mail-order-bride
"THE MATCHMAKER AND THE COWBOY (WINDSONG, BK. 2)","Bielman, Robin",Pocket Books,$8.99 ,$1.13 ,25,9.78165E+12,"Entangled Publishing, LLC",10/25/22,"6.73"" l x 4.08"" w x 1.14""","['Fiction', 'Contemporary', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781649372789B/the-matchmaker-and-the-cowboy-windsong-bk-2
THE MATCHMAKER'S LIST,"Lalli, Sonya",Paperback,$15.00 ,$2.25 ,18,9.78045E+12,Berkley Publishing Group,1/22/19,"8.25"" l x 5.38"" w x 1.04""","['Fiction', 'Contemporary', 'Fiction', 'Romance', 'Fiction', 'Family Life']",https://www.bookdepot.com/Store/Details/9780451490940B/the-matchmakers-list
A MATTER OF TEMPTATION,"Reid, Stacy",Pocket Books,$8.99 ,$2.00 ,2,9.78165E+12,"Entangled Publishing, LLC",6/28/22,"6.75"" l x 4.14"" w x 1.20""","['Fiction', 'Historical', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781649370969B/a-matter-of-temptation
MAYBE ONE DAY,"Douglas, Sarah",Paperback,$17.99 ,$1.50 ,125,9.78199E+12,Wattpad Books,4/11/23,"8.27"" l x 5.24"" w x 1.04""","['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781989365557B/maybe-one-day
ME WITHOUT YOU,"Rimmer, Kelly",Paperback,$16.99 ,$3.00 ,1000+,9.78154E+12,Forever,10/10/23,"7.98"" l x 5.22"" w x 1.00""","['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781538757826B/me-without-you
MEANT FOR ME,"Marley, Tay",Paperback,$18.99 ,$3.25 ,308,9.782E+12,Wattpad Webtoon Book Group,2/13/24,"8.56"" l x 5.56"" w x 0.95""","['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781998854394B/meant-for-me
MEANT TO BE,"Giffin, Emily",Hardcover,$28.00 ,$3.75 ,921,9.78043E+12,Ballantine Books,5/31/22,"9.53"" l x 6.41"" w x 1.35""","['Fiction', 'Contemporary', 'Fiction', 'Literary', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780425286647B/meant-to-be
MEANT TO BE IMMORTAL (AN ARGENEAU NOVEL - LARGE PRINT),"Sands, Lynsay",Paperback,$21.99 ,$1.88 ,3,9.78006E+12,HarperLuxe,4/27/21,"8.97"" l x 5.98"" w x 1.32""","['Fiction', 'Romance', 'Fiction', 'Fantasy']",https://www.bookdepot.com/Store/Details/9780063090460B/meant-to-be-immortal-an-argeneau-novel---larg
MEET ME UNDER THE MISTLETOE,"Bayliss, Jenny",Paperback,$17.00 ,$3.00 ,137,9.78059E+12,Putnam Publishing Group,9/27/22,"7.87"" l x 5.19"" w x 1.02""","['Fiction', 'Romance', 'Fiction', 'Holidays']",https://www.bookdepot.com/Store/Details/9780593422229B/meet-me-under-the-mistletoe
MEET ME IN MILAN,"Gravia, Sophie",Paperback,$17.99 ,$3.00 ,271,9.7814E+12,Orion,1/9/24,"7.75"" l x 5.14"" w x 1.06""","['Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781398715691B/meet-me-in-milan
MEET ME IN MONACO,"Gaynor, Hazel",Paperback,$16.99 ,$1.25 ,3,9.78006E+12,William Morrow & Company,7/23/19,"8.11"" l x 5.18"" w x 0.98""","['Fiction', 'Historical', 'Fiction', 'Romance', 'Fiction', 'Biographical']",https://www.bookdepot.com/Store/Details/9780062885364B/meet-me-in-monaco
MEET THE BENEDETTOS,"Cotugno, Katie",Paperback,$17.99 ,$3.00 ,157,9.78006E+12,HarperPerennial,12/5/23,"7.97"" l x 5.28"" w x 0.79""","['Fiction', 'Contemporary', 'Fiction', 'Romance', 'Fiction', ""Women's Fiction""]",https://www.bookdepot.com/Store/Details/9780063324145B/meet-the-benedettos
MEET THE BENEDETTOS,"Cotugno, Katie",Hardcover,$30.00 ,$4.00 ,212,9.78006E+12,HarperCollins Publishers,12/5/23,"9.35"" l x 6.31"" w x 0.90""","['Fiction', 'Romance', 'Fiction', ""Women's Fiction""]",https://www.bookdepot.com/Store/Details/9780063329003B/meet-the-benedettos
THE MEMORY BOX,"Hughes, Kathryn",Paperback,$12.99 ,$2.12 ,177,9.78147E+12,Headline,11/16/21,"7.72"" l x 5.07"" w x 1.30""","['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9781472265951B/the-memory-box
THE MEMORY HOUSE,"Hauck, Rachel",Paperback,$15.99 ,$2.50 ,27,9.78031E+12,Thomas Nelson,1/1/19,"8.37"" l x 5.42"" w x 1.05""","['Fiction', 'Religious', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780310350965B/the-memory-house
A MERRY LITTLE MEET CUTE (LARGE PRINT),"Murphy, Julie",Paperback,$23.99 ,$3.00 ,16,9.78006E+12,HarperLuxe,10/4/22,"8.94"" l x 6.07"" w x 1.18""","['Fiction', 'Romance', 'Fiction', 'Contemporary', 'Fiction', 'Holidays']",https://www.bookdepot.com/Store/Details/9780063266209B/a-merry-little-meet-cute-large-print
THE METROPOLITAN AFFAIR,"Green, Jocelyn",Paperback,$16.99 ,$3.00 ,20,9.78076E+12,Bethany House,3/14/23,"8.47"" l x 5.59"" w x 1.11""","['Fiction', 'Historical', 'Fiction', 'Religious', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780764239632B/the-metropolitan-affair
MIDNIGHT DANCE,"Davidson, Joanna",Paperback,$16.99 ,$3.00 ,3,9.7808E+12,Revell,9/7/21,"8.62"" l x 5.49"" w x 1.12""","['Fiction', 'Historical', 'Fiction', 'Romance', 'Fiction', 'Religious']",https://www.bookdepot.com/Store/Details/9780800736903B/midnight-dance
"MIDNIGHT DUNES (THE TEXAS MURDER FILES, VOLUME 3)","Griffin, Laura",Pocket Books,$8.99 ,$1.13 ,28,9.78059E+12,Berkley Publishing Group,5/24/22,"6.78"" l x 4.16"" w x 1.20""","['Fiction', 'Suspense', 'Fiction', 'Mystery & Detective', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780593197387B/midnight-dunes-the-texas-murder-files-volume
"MIDNIGHT RUIN (DARK OLYMPUS, BK. 6)","Robert, Katee",Paperback,$16.99 ,$3.00 ,190,9.78173E+12,Sourcebooks,1/16/24,"8.31"" l x 5.61"" w x 0.94""","['Fiction', 'Fantasy', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781728262796B/midnight-ruin-dark-olympus-bk-6
"MILE HIGH WITH A VAMPIRE (ARGENEAU, BK. 33)","Sands, Lynsay",Pocket Books,$9.99 ,$1.50 ,8,9.78006E+12,Avon Books,9/28/21,"6.93"" l x 4.75"" w x 1.17""","['Fiction', 'Romance', 'Fiction', 'Fantasy']",https://www.bookdepot.com/Store/Details/9780062956408B/mile-high-with-a-vampire-argeneau-bk-33
MILLION DOLLAR DEMON (HOLLOWS),"Harrison, Kim",Pocket Books,$8.99 ,$2.00 ,61,9.78059E+12,Ace Books,4/26/22,"6.73"" l x 4.05"" w x 1.54""","['Fiction', 'Fantasy', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780593101452B/million-dollar-demon-hollows
"MINDING THE LIGHT (NANTUCKET LEGACY, BK. 2)","Fisher, Suzanne Woods",Paperback,$15.99 ,$1.12 ,1,9.7808E+12,Revell,7/3/18,"8.53"" l x 5.46"" w x 0.87""","['Fiction', 'Historical', 'Fiction', 'Romance', 'Fiction', 'Religious']",https://www.bookdepot.com/Store/Details/9780800721633B/minding-the-light-nantucket-legacy-bk-2
"MINE (THE LAIR OF THE WOLVEN, BK,. 3)","Ward, J. R.",Pocket Books,$10.99 ,$2.75 ,4,9.78198E+12,Pocket Books,1/23/24,"7.54"" l x 4.13"" w x 1.14""","['Fiction', 'Romance', 'Fiction', 'Fantasy']",https://www.bookdepot.com/Store/Details/9781982180232B/mine-the-lair-of-the-wolven-bk-3
THE MINUSCULE MANSION OF MYRA MALONE,"Burges, Audrey",Paperback,$17.00 ,$3.00 ,39,9.78059E+12,Berkley Publishing Group,1/24/23,"7.99"" l x 5.14"" w x 1.09""","['Fiction', 'Fantasy', 'Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780593546475B/the-minuscule-mansion-of-myra-malone
"A MIRROR MENDED (FRACTURED FABLES, BK. 2)","Harrow, Alix E.",Hardcover,$18.99 ,$1.88 ,618,9.78125E+12,Tor Books,6/14/22,"8.59"" l x 5.70"" w x 0.72""","['Fiction', 'Fantasy', 'Fiction', 'Action & Adventure', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781250766649B/a-mirror-mended-fractured-fables-bk-2
THE MISMATCH,"Jafari, Sara",Paperback,$17.00 ,$2.75 ,12,9.78059E+12,Dell,8/3/21,"7.89"" l x 5.19"" w x 0.85""","['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780593357170B/the-mismatch
MISS AUSTEN: A NOVEL OF THE AUSTEN SISTERS,"Hornby, Gill",Paperback,$18.99 ,$1.50 ,315,9.78125E+12,Flatiron Books,3/16/21,"8.23"" l x 5.33"" w x 0.85""","['Fiction', 'Romance', 'Fiction', 'Biographical', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9781250252210B/miss-austen-a-novel-of-the-austen-sisters
"MISS MORIARTY, I PRESUME? (THE LADY SHERLOCK SERIES, BK. 6)","Thomas, Sherry",Paperback,$16.00 ,$2.75 ,59,9.78059E+12,Berkley Hardcover,11/2/21,"8.20"" l x 5.49"" w x 1.04""","['Fiction', 'Romance', 'Fiction', 'Mystery & Detective', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780593200582B/miss-moriarty-i-presume-the-lady-sherlock-ser
MISTAKES WE NEVER MADE,"Brown, Hannah",Hardcover,$29.00 ,$4.25 ,214,9.78154E+12,Forever,5/7/24,"9.55"" l x 6.34"" w x 1.26""","['Fiction', 'Romance', 'Fiction', 'Humorous', 'Fiction', ""Women's Fiction""]",https://www.bookdepot.com/Store/Details/9781538756775B/mistakes-we-never-made
THE MISTLETOE COUNTESS,"Basham, Pepper",Paperback,$15.99 ,$2.75 ,74,9.78164E+12,Barbour Publishing,9/1/21,"8.27"" l x 5.57"" w x 1.00""","['Fiction', 'Historical', 'Fiction', 'Religious', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781643529868B/the-mistletoe-countess
MISTLETOE MAGIC,"Michaels, Fern",Paperback,$9.99 ,$1.62 ,29,9.78142E+12,Zebra Books,12/1/20,"6.92"" l x 4.84"" w x 1.15""","['Fiction', 'Romance', 'Fiction', 'Contemporary', 'Fiction', 'Holidays']",https://www.bookdepot.com/Store/Details/9781420148527B/mistletoe-magic
THE MISTLETOE SECRET,"Evans, Richard Paul",Hardcover,$22.99 ,$3.00 ,12,9.7815E+12,Simon & Schuster,11/15/16,"7.37"" l x 5.38"" w x 1.02""","['Fiction', 'Romance', 'Fiction', 'Holidays']",https://www.bookdepot.com/Store/Details/9781501119811B/the-mistletoe-secret
MISTLETOE IN JUNEAU,"Rose, Dahlia",Paperback,$15.99 ,$1.75 ,118,9.78195E+12,Hallmark Publishing,10/19/21,"8.51"" l x 5.53"" w x 0.81""","['Fiction', 'Romance', 'Fiction', 'Holidays']",https://www.bookdepot.com/Store/Details/9781952210341B/mistletoe-in-juneau
MISTY MORNINGS AT THE POTTING SHED,"Kane, Jenny",Paperback,$14.99 ,$2.50 ,32,9.7818E+12,Head of Zeus Ltd,1/9/24,"7.72"" l x 5.06"" w x 1.14""","['Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781804549483B/misty-mornings-at-the-potting-shed
"THE MOCKINGBIRD'S SONG (AMISH GREENHOUSE MYSTERIES, BK. 2)","Brunstetter, Wanda E.",Paperback,$15.99 ,$1.38 ,457,9.78164E+12,Shiloh Run Press,8/1/20,"8.35"" l x 5.49"" w x 0.93""","['Fiction', 'Mystery & Detective', 'Fiction', 'Romance', 'Fiction', 'Religious']",https://www.bookdepot.com/Store/Details/9781643522319B/the-mockingbirds-song-amish-greenhouse-myster
"A MODEL OF DEVOTION (THE LUMBER BARON'S DAUGHTERS, BK. 3)","Connealy, Mary",Paperback,$16.99 ,$2.87 ,32,9.78076E+12,Bethany House,10/11/22,"7.95"" l x 5.15"" w x 0.94""","['Fiction', 'Romance', 'Fiction', 'Religious', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780764239601B/a-model-of-devotion-the-lumber-barons-daughte
"A MONTCLAIR HOMECOMING (BRIDES OF MONTCLAIR, BK. 15)","Peart, Jane",Paperback,$17.99 ,$3.00 ,10,9.78031E+12,Zondervan,4/1/00,"7.91"" l x 5.26"" w x 0.82""","['Fiction', 'Romance', 'Fiction', 'Mystery & Detective', 'Fiction', 'Religious']",https://www.bookdepot.com/Store/Details/9780310671619B/a-montclair-homecoming-brides-of-montclair-bk
A MORE PERFECT UNION,"Huf, Tammye",Paperback,$15.99 ,$1.25 ,2,9.78154E+12,Forever,1/11/22,"7.93"" l x 5.17"" w x 1.18""","['Fiction', 'Romance', 'Fiction', 'Historical', 'Fiction', 'African American']",https://www.bookdepot.com/Store/Details/9781538720851B/a-more-perfect-union
MORE THAN MEETS THE EYE,"Johansen, Iris",Hardcover,$29.00 ,$3.75 ,1000+,9.78154E+12,Grand Central Publishing,2/7/23,"9.31"" l x 6.30"" w x 1.29""","['Fiction', 'Suspense', 'Fiction', 'Mystery & Detective', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781538726235B/more-than-meets-the-eye
MORE THAN A MUM,"Allcott, Charlene",Paperback,$10.81 ,$1.75 ,1,9.78055E+12,Corgi Books,9/1/20,"8.00"" l x 5.00"" w x 1.00""","['Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780552175807B/more-than-a-mum
A MOSAIC OF WINGS,"Duffy, Kimberly",Paperback,$15.99 ,$2.75 ,14,9.78076E+12,Bethany House,5/5/20,"8.46"" l x 5.51"" w x 1.10""","['Fiction', 'Historical', 'Fiction', 'Romance', 'Fiction', 'Religious']",https://www.bookdepot.com/Store/Details/9780764235634B/a-mosaic-of-wings
MOTH SMOKE,"Hamid, Mohsin",Paperback,$17.00 ,$2.25 ,6,9.78159E+12,Riverhead Books,1/1/00,"8.05"" l x 5.12"" w x 0.79""","['Fiction', 'Romance', 'Fiction', 'Mystery & Detective', 'Fiction', 'Action & Adventure']",https://www.bookdepot.com/Store/Details/9781594486609B/moth-smoke
MOTHER'S DAY ON CORONATION ST.,"Sullivan, Maggie",Paperback,$10.97 ,$2.00 ,6,9.78001E+12,HarperCollins Publishers,1/1/19,"7.81"" l x 5.06"" w x 1.06""","['Fiction', 'Historical', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780008255152B/mothers-day-on-coronation-st
THE MOUNTAIN BETWEEN US,"Martin, Charles",Paperback,$11.13 ,$2.00 ,3,9.78147E+12,Weidenfeld & Nicolson,1/1/17,"8.00"" l x 5.00"" w x 1.00""","['Fiction', 'Romance', 'Fiction', 'Action & Adventure', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781474606639B/the-mountain-between-us
"MOVING FORWARD (WOODLAND PARK FIREFIGHTERS ROMANCE, BK. 2)","Shepard Gray, Shelley",Pocket Books,$8.99 ,$1.69 ,46,9.78059E+12,Berkley Publishing Group,8/22/23,"6.73"" l x 4.14"" w x 0.88""","['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780593438107B/moving-forward-woodland-park-firefighters-rom
THE MOZART CODE,"McMillan, Rachel",Paperback,$16.99 ,$3.00 ,86,9.78079E+12,Thomas Nelson,3/15/22,"8.37"" l x 5.51"" w x 1.01""","['Fiction', 'Romance', 'Fiction', 'Religious', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780785235057B/the-mozart-code
A MRS. MIRACLE CHRISTMAS,"Macomber, Debbie",Hardcover,$20.00 ,$2.50 ,32,9.7804E+12,Ballantine Books,10/1/19,"7.50"" l x 5.50"" w x 1.00""","['Fiction', 'Romance', 'Fiction', 'Holidays']",https://www.bookdepot.com/Store/Details/9780399181399B/a-mrs-miracle-christmas
MUCH ADO ABOUT MARRIAGE,"Hawkins, Karen",Pocket Books,$7.99 ,$2.00 ,7,9.78144E+12,Pocket Star,8/31/10,"6.67"" l x 4.12"" w x 1.07""","['Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781439187609B/much-ado-about-marriage
MUCH ADO ABOUT NADA,"Jalaluddin, Uzma",Paperback,$19.99 ,$1.63 ,1000+,9.78144E+12,HarperCollins Publishers,6/13/23,"8.75"" l x 6.03"" w x 0.94""","['Fiction', 'Cultural Heritage', 'Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781443461498B/much-ado-about-nada
MUCH ADO ABOUT NADA,"Jalaluddin, Uzma",Paperback,$17.00 ,$3.00 ,110,9.78059E+12,Berkley Publishing Group,1/1/23,"7.96"" l x 5.16"" w x 0.97""","['Fiction', 'Romance', 'Fiction', 'Contemporary', 'Fiction', 'Cultural Heritage']",https://www.bookdepot.com/Store/Details/9780593336380B/much-ado-about-nada
"MUCH ADO ABOUT A LATTE (MAPLE FALLS ROMANCE, BK. 2)","Fuller, Kathleen",Paperback,$16.99 ,$3.00 ,1,9.78079E+12,Thomas Nelson,1/4/22,"8.37"" l x 5.30"" w x 1.24""","['Fiction', 'Religious', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780785238126B/much-ado-about-a-latte-maple-falls-romance-bk
"MULBERRY HOLLOW (A RIVERBEND ROMANCE, BK. 2)","Hunter, Denise",Paperback,$16.99 ,$3.00 ,6,9.78079E+12,Thomas Nelson,4/19/22,"8.29"" l x 5.49"" w x 0.97""","['Fiction', 'Religious', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780785240532B/mulberry-hollow-a-riverbend-romance-bk-2
MURDER AT SUNRISE LAKE,"Feehan, Christine",Pocket Books,$8.99 ,$1.69 ,57,9.78059E+12,Berkley Publishing Group,5/24/22,"6.71"" l x 4.12"" w x 1.35""","['Fiction', 'Romance', 'Fiction', 'Fantasy']",https://www.bookdepot.com/Store/Details/9780593333150B/murder-at-sunrise-lake
MURDER AT SUNRISE LAKE,"Feehan, Christine",Hardcover,$28.00 ,$1.88 ,21,9.78059E+12,Berkley Publishing Group,7/6/21,"9.30"" l x 6.16"" w x 1.51""","['Fiction', 'Romance', 'Fiction', 'Contemporary', 'Fiction', 'Fantasy']",https://www.bookdepot.com/Store/Details/9780593333143B/murder-at-sunrise-lake
MY DREAMS OUT IN THE STREET,"Addonizio, Kim",Paperback,$17.99 ,$1.75 ,4,9.78074E+12,Simon and Schuster,1/1/07,"8.48"" l x 5.51"" w x 0.86""","['Fiction', 'General', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780743297738B/my-dreams-out-in-the-street
MY EDUCATION,"Choi, Susan",Paperback,$17.00 ,$2.75 ,24,9.78014E+12,Penguin Books,5/27/13,"8.37"" l x 5.41"" w x 0.79""","['Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780143125570B/my-education
MY EX-BEST FRIEND'S WEDDING,"Wax, Wendy",Paperback,$16.00 ,$2.75 ,5,9.78044E+12,Berkley Publishing Group,5/14/19,"7.98"" l x 5.11"" w x 0.96""","['Fiction', 'Contemporary', 'Fiction', 'Humorous', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780440001430B/my-ex-best-friends-wedding
MY FAIR MISTRESS,"Warren, Tracy Anne",Pocket Books,$6.99 ,$1.75 ,1,9.78035E+12,Ballantine Books,10/30/07,"6.70"" l x 4.00"" w x 1.30""","['Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780345495396B/my-fair-mistress
"MY HIGHLAND ROGUE (HIGHLAND FLING, BK. 1)","Ranney, Karen",Pocket Books,$7.99 ,$1.50 ,2,9.78006E+12,Avon Books,7/28/20,"6.61"" l x 4.05"" w x 1.12""","['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780063019928B/my-highland-rogue-highland-fling-bk-1
MY ONE AND ONLY COWBOY (MEADOW VALLEY),"Pine, A. J.",Pocket Books,$7.99 ,$1.50 ,317,9.78154E+12,Forever,12/17/19,"6.75"" l x 4.13"" w x 1.05""","['Fiction', 'Romance', 'Fiction', 'Sagas']",https://www.bookdepot.com/Store/Details/9781538749791B/my-one-and-only-cowboy-meadow-valley
THE NEIGHBOR WAGER,"Kaswell, Crystal",Paperback,$16.99 ,$3.00 ,1000+,9.78165E+12,"Entangled Publishing, LLC",2/20/24,"8.05"" l x 5.38"" w x 1.13""","['Fiction', 'Romance', 'Fiction', 'Humorous', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781649375728B/the-neighbor-wager
NEIGHBORS,"Steel, Danielle",Paperback,$8.99 ,$1.50 ,15,9.78198E+12,Dell,1/1/21,"6.82"" l x 4.21"" w x 1.02""","['Fiction', 'Family Life', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781984821393B/neighbors
NEIGHBORS,"Steel, Danielle",Hardcover,$28.99 ,$1.88 ,231,9.78198E+12,Delacorte Press,1/5/21,"9.55"" l x 6.40"" w x 1.17""","['Fiction', 'Contemporary', 'Fiction', 'Romance', 'Fiction', 'Family Life']",https://www.bookdepot.com/Store/Details/9781984821379B/neighbors
"NEVER BLOW A KISS (THE SECRET SOCIETY OF GOVERNESS SPIES, BK. 1)","Lovise, Lindsay",Paperback,$16.99 ,$3.00 ,78,9.78154E+12,Forever,1/23/24,"7.89"" l x 5.24"" w x 1.10""","['Fiction', 'Romance', 'Fiction', 'Mystery & Detective', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9781538740521B/never-blow-a-kiss-the-secret-society-of-gover
NEVER CHANGE,"Berg, Elizabeth",Paperback,$17.99 ,$1.50 ,1,9.78167E+12,Washington Square Press,8/9/22,"8.31"" l x 5.36"" w x 0.87""","['Fiction', 'Romance', 'Fiction', 'Literary']",https://www.bookdepot.com/Store/Details/9781668000939B/never-change
NEVER MET A DUKE LIKE YOU,"Howard, Amalie",Paperback,$16.99 ,$3.00 ,117,9.78154E+12,Forever,11/14/23,"7.95"" l x 5.17"" w x 1.20""","['Fiction', 'Romance', 'Fiction', 'Historical', 'Fiction', 'Humorous']",https://www.bookdepot.com/Store/Details/9781538737767B/never-met-a-duke-like-you
"NEVER RESCUE A ROGUE (THE MERRIWELL SISTERS, BK. 2)","Heath, Virginia",Paperback,$16.99 ,$3.00 ,8,9.78125E+12,St. Martin's Griffin,11/8/22,"8.03"" l x 5.38"" w x 1.12""","['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9781250787781B/never-rescue-a-rogue-the-merriwell-sisters-bk
"NEVER SEDUCE A DUKE (MATING HABITS OF SCOUNDRELS, BK. 5)","Lorret, Vivienne",Pocket Books,$9.99 ,$1.25 ,69,9.78006E+12,Avon Books,2/21/23,"6.56"" l x 4.09"" w x 1.36""","['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780063143081B/never-seduce-a-duke-mating-habits-of-scoundre
NEVER TELL,"Abrams, Stacey",Paperback,$16.99 ,$1.50 ,258,9.78125E+12,St. Martin's Griffin,1/1/22,"8.22"" l x 5.46"" w x 0.99""","['Fiction', 'Romance', 'Fiction', 'Suspense']",https://www.bookdepot.com/Store/Details/9781250805829B/never-tell
"NEVER WAGER WITH A WALLFLOWER (THE MERRIWELL SISTERS, BK. 3)","Heath, Virginia",Paperback,$18.00 ,$3.00 ,200,9.78125E+12,St. Martin's Griffin,11/7/23,"8.29"" l x 5.37"" w x 0.86""","['Fiction', 'Historical', 'Fiction', 'Romance', 'Fiction', 'Humorous']",https://www.bookdepot.com/Store/Details/9781250787804B/never-wager-with-a-wallflower-the-merriwell-s
THE NEWCOMER,"Andrews, Mary Kay",Hardcover,$28.99 ,$2.81 ,11,9.78125E+12,St. Martin's Press,5/4/21,"9.58"" l x 6.53"" w x 1.56""","['Fiction', 'Contemporary', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781250256966B/the-newcomer
"THE NEXT 365 DAYS (365 DAYS, BK. 3)","Lipinska, Blanka",Paperback,$18.99 ,$3.25 ,1000+,9.78167E+12,Emily Bestler Books,9/27/22,"8.27"" l x 5.31"" w x 0.96""","['Fiction', 'Romance', 'Fiction', 'Suspense']",https://www.bookdepot.com/Store/Details/9781668005316B/the-next-365-days-365-days-bk-3
"THE NEXT ALWAYS (INN BOONSBORO TRILOGY, BK. 1)","Roberts, Nora",Pocket Books,$9.99 ,$2.50 ,7,9.78052E+12,Jove,5/1/14,"6.79"" l x 4.18"" w x 0.95""","['Fiction', 'Romance', 'Fiction', 'Fantasy']",https://www.bookdepot.com/Store/Details/9780515151497B/the-next-always-inn-boonsboro-trilogy-bk-1
NEXT-DOOR NEMESIS,"Martin, Alexa",Paperback,$17.00 ,$3.00 ,869,9.78059E+12,Berkley Publishing Group,11/14/23,"8.00"" l x 5.29"" w x 0.85""","['Fiction', 'Romance', 'Fiction', 'Humorous', 'Fiction', 'Cultural Heritage']",https://www.bookdepot.com/Store/Details/9780593337257B/next-door-nemesis
